tweet,sentiment,lang
"ओडिशा में बीजेपी के मेनिफेस्टो में महिलाओं के साथ बलात्कार करनेवालों को मृत्युदंड, 12वीं में टॉप करनेवालों को दो प… ",,hi
"मोदी राज में बहुत कम सुना है..कोई आतंकवादी पकड़ा गया!अधिकतर जहां मिलते हैं वहीं ठोक दिये जाते है..कम खर्चा, सा… ",,hi
શું તમારો પહેલો મત બાલાકોટમાં એર સ્ટ્રાઈક કરનાર વીર જવાનોને સમર્પિત થઈ શકે છેઃ પીએમ મોદી Read more at:… ,,gu
Jai shri ram. #ChowkidarNarendraModi,,id
राहुल की हिम्मत की दाद देताहूं खुलेआम देशद्रोह आतंकवादअलगाववाद को बढ़ानेकी बकायदा लिखितमें वायदा किया है।अब देशवासी… ,,hi
     #ModiLaoDeshBanao #PhirEkBaarModiSarkar… ,,so
"भगत सिंह को कभी भी कांग्रेसपर विश्वाश नहीं था, तो मेरी औकातही नहीं कि मै भगत सिंह के फैसलेके खिलाफ जाऊ 🙏🙏🙏… ",,hi
कैसे भरोसा करें आप लोगो पर। ज़रा हमें एक वजह ही देदो तुम लोगो को वोट देने की? जब आप लोगो ने अपने बच्चो को ही नहीं ब… ,,hi
Phir Se Desh gunjega aapki baar Chowkidar Jo Bolega 🔥🔥🔥🔥💯💯💯😍 #ChowkidarNarendraModi ,,id
" जर व्यक्तीस्वतंत्र्य धोक्यात आसता तर 40 करोड हि मै भी चोवकीदार चे नारे देत नसते , विचार करा… ",,mr
"#RahulGandhi #ChowkidarNarendraModi #Congress #SRKians #ShahRukhKhan Ye gadha, bludy donkey ",,id
"  जब बिल्ली, बन्दर, लोमड़ी, सियार, कुत्ता, गधा इकठ्ठे हो के एक घाट में पानी पीते दिखें तो… ",,hi
Naya Bharat 😪😪😪😪😪! #ModiHaiToMumkinHai 😂😂😂😂😂😂😂 ,,sw
jai shree #MaiBhiChowkidar #PhirEkBaarModiSarkaar #ModiAgain #ModiLaoDeshBanao #ModiHainTohMumkinHain ,,so
#Hindu #Hinduism#Hindus #हिन्दू ,,et
Mahatma gandhi bhi Gujarati the..patel bhi Gujarati the #ModiLaoDeshBanao ,,sw
"कांग्रेस का पलटवार, कहाहमने नहीं, EC ने छीना था ठाकरे का वोट देने का अधिकारअधिक जानकारी के लिए : … ",,hi
#LokSabhaElections2019 #PhirEkBarModiSarkar #PhirEkBaarModiSarkaar #BharatBoleModiModi #RahulScamsterScam #AmitShah… ,,id
  आबरु तो कब की #निलाम हो चुकी है #2014 के बाजार मे चंद #चमचें ही बचें हैं #कांग्रेस आयेगी… ,,hi
"BJP पहले से ज्यादा नंबर के साथ आएगी, पढ़ें प्रधानमंत्री नरेंद्र मोदी का EXCLUSIVE INTERVIEW ",,hi
"  और आदरणीय मुख्यमंत्री महाराज श्री योगी आदित्यनाथ जी, सच में जब मैंने यह समाचार सुना, देखा… ",,hi
"भाजपा ने अपने 2019 के संकल्प पत्र में मजबूत, पारदर्शी, निर्णायक एवं संवेदनशील सरकार का वादा करते हुए राष्ट्रीय सुर… ",,hi
"कब तक आरोप प्रत्यारोप की राजनीति चलेगी?पहले भी नक्सली घटनायें होती थी, आज सत्ता पलट के बाद भी हो रही है। इस घटना प… ",,hi
"जैसे ही #AmitShah जी कहते हैं कि... ""जीतेगी तो #BJP ही""... बेचारी जनता उनके ऐहसान तले दब जाती हैं.... चलो कमसेकम… ",,hi
"कहा कहा रोकोगे हमे, इस दिल ने अब ये ठान ली है..मोदी जी देश नहीं झुकने देंगे,हम उन्हें नहीं झुकने देंगे!!!… ",,hi
"Ambani Ambani Chillane Walo Asli  ke bhakt tum/tumhari family tab hogi, jab sab bina  ke conn… ",,id
"चोर कांपे ,चमचा कांपे , पप्पू कांपे , कांपे हर ग्रदार , देश का बच्चा बच्चा बोले #मैं_भी_चौकीदार_हूं |  | #ModiHaiToMumkinHai",,mr
 Namumkin ab mumkin hai #PhirEkBarModiSarkar #ModiHaiToMumkinHai #IndiaWithNaMo #BharatBoleModiModi… ,,id
#ModiHaiToMumkinHai logon ko C banana mumkin hai ,,sw
#Namo General store ,,it
मेरा वोट भी #bjp को 🍀🍀 अब कमल जरूर खिलेगा 🌸 ,,hi
#Modi #Bollywood #India ,,cy
में एक कानून एक संविधान और एक देश का समर्थन करता हुँ अवसरवाद जातिवाद ओर परिवारवाद का  पुरजोर विरोध करता हुँ… ,,hi
Om Namah Shivaya #Shiva #Adinath #Hindu ,,id
#Hindu #terrorists #india #America #talban #Pakistan #ModiHainTohMumkinHain ,,id
"सिकंदर 🤔नया नारा नही सुनी हो का.......जो जीत वही ""नरेंद्र""!  🇮🇳🇮🇳🇮🇳#CongressManifesto #CongressManiFAKEto… ",,hi
రాష్ట్ర అభివృద్ధి బీజేపీ తోనే సాధ్యం . కమలం గుర్తుకే మన ఓటు....  #bjp #rajahmundry… ,,te
"अलीगढ़ में पीएम मोदीजी का स्वागत है, कांग्रेस में मिली नौकरी, अचानक भाजपा पर लगा कलंक नौकरी छिनी 10 साल बाद, न्याय… ",,hi
पिछले 28 सालों की महगाई दर % में।#ModiHaiToMumkinHai #PhirEkBaarModiSarkar   ,,hi
आबरु तो कब की #नीलाम हो चुकी है #2014 के बाजार मे चंद #चमचें ही बचें हैं #कांग्रेस आयेगी के #इतंजार  मे #NAMO #AGAIN ✌️,,hi
I consulenti di #MODI supportano le attività in capo agli Organismi di Vigilanza (OdV) e partecipano come incaricat… ,,it
"""या देवी सर्वभू‍तेषु माँ चन्द्रघण्टा रूपेण संस्थिता। नमस्तस्यै नमस्तस्यै नमस्तस्यै नमो नमः#navratri #india #garba… ",,hi
 आबरु तो कब की #निलाम हो चुकी है #2014 के बाजार मे चंद #चमचें ही बचें हैं #कांग्रेस आयेगी के #इतंजार मे  #NAMO #AGAIN ✌️,,hi
इस बार लोकसभा चुनाव में काँग्रेस को मिलने वाले वोटों की संख्या से देश मे मूर्खों की सही संख्या का आकलन हो जाएगा  ज… ,,hi
#Navratri #jaimaadurga  #nainadevi  #jaimatadi #jaimaakali  #नवरात्रि #गुड़ी_पड़वा #Gudipadwa #navratrispecial… ,,et
  Kyu India halwa hai kya aaya bada next pm Rahul Gandhi pm nhi vo peon zarror ban sakta hai… ,,id
🚩आपको एवं आपके परिवार के सभी सदस्यों को हिन्दू नववर्ष की बहुत बहुत बधाई एवं शुभकामनाएं🚩🚩यह नववर्ष आपके एवं आपके प… ,,hi
लोकसभा चुनाव से पहले भाजपा में शामिल हुआ यह बड़ा गुर्जर नेता | Rajasthan gurjar leader Kirori Singh Bainsla joins B… ,,hi
       You are excellant a… ,,ca
"#Modi's Rs 6,000 better than #Rahul's Rs 72,000?#PMModi #RahulGandhi ",,id
#India#Modi#Trump #LIARS ,,id
M.p जो चमचे यह बोल रहे कि यह बदले की भावना से की कार्यवाही हैं तो चमचो बदला हो या नही हो इतनी सी बात तुम्हारी मू… ,,hi
 #Modi u beauty,,cy
#Scared2Debate #ModiDarpok #ModiMadeDisaster #Modi ,,af
#krishna #harekrishna #radha #radhakrishna #love #god #lordkrishna #hindu #india #iskcon #hinduism,,sq
#NarendraModi  उत्तर प्रदेश के  जिला गाज़ीपुर के माननीय विकास पुरूष श्री मनोज सिन्हा जी को लोकसभा का प्रत्याशी होने… ,,hi
 चोकीदार चोर है।और सारे कांग्रेस के नेता घूसखोर है।🤡😀😀😀😀😀😀😀😆😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😁😀😀😀😀😁😁😁😁😁😁😁😁😁😁😂😂😂… ,,hi
Abki bar 400 par.....#Namo ji again,,id
#navvarsh #नववर्ष #GudiPadwa #गुढीपाडवा #वर्षप्रतिपदा #navratri2019 #नवरात्रि #GudiPadwa2019 #NarendraModi… ,,hr
      #NarendraModi #AmitShah #YogiAdityanath,,id
#ModiLaoDeshBanao #AmitShahDemonetisation को असफल बताकर उस पर ज्ञान dene वालों के घरों से आज तीन  तीन सौ खोखा निक… ,,hi
""" विश्वास, उत्साह, उमंग  फिर लहराएगा केसरिया रंग ""#PhirEkBaarModiSarkar#MaiBhiChowkidar#NamoAgain ",,hi
 कांग्रेस के कल वाले मैनिफेस्टो के बादआपके पास दो ही विकल्प है या तो आप मोदी के साथ हैं या देशद्रोही… ,,hi
ભાજપના સ્ટાર પ્રચારકે ભગવાન રામ અને હનુમાનજીને ચોકીદાર ગણાવ્યા Read more at:  ,,gu
PM Modi addresses Public Meeting at Amroha:देश को आगे बढ़ाना है तो हम सबको मिलकर साथ चलना होगा #NamoAgain… ,,hi
   teri maa badnasib h sale tujh pakistani ko paida kiya.. deshdrohi mulle.. #ChowkidarNarendraModi,,id
Adavani ji ki ijjat ki chinta Karne wale Rahul Gandhi ne khud ki  Menka chachi or Varun gandhi Bhai ki kitni ijjat… ,,sw
जो लोग एक परिवार   छोड़ कर.... 70 साल से अपना राष्ट्रीय अध्यक्ष नहीं बदला सके..वो भी नारा लगा रहे हैं वक्त… ,,hi
#RahulGandhi #rahulgandhipagalhai #MaiBhiChowkidar ,,id
Thank you So Much  ji  ji  jiThis is possible because#ModiHaiToMumkinHai Give… ,,sw
😂  ki phatt gayi.....Khuch din baad imran ye bhi bolega #MaiBhiChowkidar ,,so
मुझे गर्व ही नहीं घमंड भी होता है कि विश्व का सबसे ईमानदारनेता #ChowkidarNarendraModi हमारा प्रधानमंत्री है 💪💪#IndiaWantsModiAgain,,hi
"राहु गांधी जी कह रहे है मोदी ने आडवाणी को मंच से उतार दिया।राहु जी, सन्नाटा जब प्रधानमंत्री थे तब अध्यादेश किसने… ",,hi
  is back!!!!!!!!!!!!!$$$$$€€£££££¥¥¥¥#MaiBhiChowkidar #PhirEkBaarModiSarkaar #PhirEkBaarModiSarkar… ,,so
Welcome  to Kolkata #NaMo #ModiInKolkata #ModiInWestBengal ,,id
 Then #Modi g mango leny gai thy #US k pass #F16 ka dossier ly kar ?,,id
"Akhbaro me aaj kal ""rango"" ke charche bahut hai , Lagta hai Dharm k chamche fir se chunaav lad rahe hai!… ",,id
 Late Ho Gaye babua #MaiBhiChowkidar,,so
  Yes sirjiMera Parivar BJP Parivar Mera Desh Mera Andaz Abki bar 400 par… ,,id
#PhirEkBaarModiSarkar #ModiLaoDeshBanao ,,so
  Modi ji ne Sabhi Bhartiyo ka pura samman badhaya hai#BJPSankalpPatr2019… ,,so
हमने एक बार अटल जी उत्तम सरकार को प्याज जैसे निम्न मुद्दे पर खो दिया और दस वर्ष देश को घोटालों से लुटते देखा।हम स… ,,hi
"नेहरू के कारणमोदी को सऊदी सरकार ने सबसे बड़े सम्मान से नवाजा,ज़ायेद मेडल   ",,hi
Jhoote Vaade felyaange humFekte rahenge janam janam...#Namo #ChowkidarNarendraModi #ChowkidarPhirSe… ,,et
Yeh Central Perk waala hai Kya?..........#myfirstvoteformodi #instamodi #namo #namoagain#namoagain2019 … ,,id
#fnind बीजेपी के घोषणापत्र में वादा युवाओं को रोजगार देने के लिए 22 चैंपियन सेक्टर का किया जाएगा विकास  ,,hi
नोटबंदी के बाद अमित शाह के नेतृत्व में कमीशन लेकर बदले गए नोट:सिब्बल #politics #Sibal #Notbandi #AmitShah… ,,hi
#Facebook #MaibhiChowkidar ,,so
 Once again Modi Sarkar namo namah Modi jee    #MaiBhiChowkidar #PhirEkBaarModiSarkaar #ModiFor2019… ,,so
#NamoAgain #ekbarfirmodisarkar #MaiBhiChowkidar ,,id
"एक  कानपुरिया  व्यक्ति  ने  बताया  कि :इस  लोकसभा  चुनाव  मे  ""अत्याधुनिक  ईवीएम  मशीन  आयी  है,""जिसमे  कांग्… ",,hi
 घुघरू सेठ जनता अब समझदार है । जरा इसको पढ़ो  । 😂😂😂😂   #BJP #ModiOnceMore 👇👇 ,,hi
बहुत बहुत बधाई एवं शुभकामनाएं मोदी जी को।।    #ChowkidarPhirSe… ,,hi
सब मिले हुए हैफिर भी जीत मोदीजी की ही होगी#ModiHaiToMumkinHai #ChowkidarPhirSe  ,,hi
  आज तक आपका क्या योगदान रहा है #राम_मंदिर के निर्माण के लिए ........सिवाय मजाक उड़ा… ,,hi
"हर गरीब का सपना हो रहा साकार, सबके हित में काम कर रही मोदी सरकार। #IsBaarPhirModiSarkar #NamoAgain #NamoOnceAgain… ",,hi
"आता देशाची दिशा आणि दशा बदलत आहे. मात्र, याचवेळी काँग्रेस अस्थिरता निर्माण करीत आहे. त्यामुळे जनतेच्या मनात संभ्रम… ",,mr
 Sabhi bhartiyo ke liye garv ka pal hai..sabhi ko sambodhit karne ke liye dhanyawaad.. #ModiHaiToMumkinHai #ModiForPM2019,,sw
 आबरु तो कब की #निलाम हो चुकी है #2014 के बाजार मे चंद #चमचें ही बचें हैं #कांग्रेस आयेगी के #इतंजार मे  #NAMO #AGAIN ✌️,,hi
किसानों की आय होगी दोगुनी! कृषि क्षेत्र में ₹25 लाख करोड़ का निवेश देश के सभी किसानों को पीएम किसान सम्मान नि… ,,hi
#Navratri #jaimaadurga  #nainadevi  #jaimatadi #jaimaakali  #नवरात्रि #गुड़ी_पड़वा #Gudipadwa #navratrispecial… ,,et
मैं श्रीमान मुहम्मद बिन जायेद को राम मंदिर का प्रधान पुजारी का स्थान ग्रहण करने को आमंत्रण देता हूँ।… ,,hi
മോദി സര്‍ക്കാരിന്‍റെ ജനപ്രീതി ഉയര്‍ന്നുതന്നെ.. സര്‍വേ ഫലം ഇങ്ങനെ  #LokSabhaElections #LokSabhaElections2019… ,,ml
"पन्ना प्रमुख सम्मेलन में पहुंचे सीएम खटटर, ‘नौकरियों में रखी ईमानदारी, पर्चीखर्ची सब ख़त्म’… ",,hi
ஊளழுக்கு ஊக்கமளிக்கும் தேர்தல் அறிக்கை  மோடி#bjp #modi #MoonTv #Election2019   ,,ta
#India #Hindu ,,id
 AAP jese SB kha samajhdar he ji #ModiLaoDeshBanao,,hr
        NEVER WILL I SAY AND ALWAY… ,,so
#must urja talks #modi #rahul gandhi#media  via ,,et
"Modi Again! #PhirEkBaarModiSarkar #Elections2019 #ModiLaoDeshBanao #ModiHaiTohMumkinHai, # ",,id
 #Bollywood  Kya musalmano ko apne ser par modi ji pesab karne de tab apko pata chalega ki mo… ,,id
जीत ईतनी प्रचंड होनी चाहिये की कांगियो को #आयुष्यमान भारत योजना के तहत दिल के दौरा का ईलाज करवाना पडे#NAMO AGAIN,,hi
     #BJP #AmitShah #BJP_भगाओ_देश_बचाओ… ,,id
#ModiOnceMore आबरु तो कब की #नीलाम हो चुकी है #2014 के बाजार मे चंद #चमचें ही बचें हैं #कांग्रेस आयेगी के #इतंजार मे  #NAMO #AGAIN ✌️,,hi
"पिछले 5 सालों  सरकार की दो बड़ी उपलब्धि..विश्व की नंबर ""चार"" शक्तिशाली सेना हिंदुस्तान!विश्व की नबर… ",,hi
અલ્યા મોદી સાહેબ ને ગુજરાતી ભાષા આવડે છે. हिन्दी લખી ને attitude શું કામ મારે છે? અને.. તારા જેવા ढोंगी કોઈ નાઈ કરી… ,,gu
  #narendramodi #ajitdoval #Rajnathsingh  #ajitdoval झूठा प्रचार प्र… ,,sl
 ➡️ 3 ➡️ 4 ➡️ 1➡️ 2#CarnivalCinemas #PMNarendraModi #CarnivalContest #MovieContest #Namo… ,,it
   her bar ka yehi hai  ka khali khokhle wade karna...garibo ko fosala ke… ,,so
 वो वोट ना देना मतलबइसमें तेरा घाटामेरा कुछ नहीं जाता#LokSabhaElections2019 #NarendraModi… ,,hi
  कांग्रेस के कल वाले मैनिफेस्टो के बादआपके पास दो ही विकल्प है या तो आप मोदी के साथ हैं… ,,hi
"सोनिया ने मनमोहन से कहा अब तो अपना मौन तोड़ दो सरदार..🙄मनमोहन जी भी बोल पड़े.. ""फिर एक बार, मोदी सरकार!""😂😂😂#MaiBhiChowkidar",,hi
मुझे आज #केजरीवाल का फोन आया उन्होंने कहा कि mam आप हमारी पार्टी जॉइन कर लीजिए मैंने साफ कह दिया कि आप पहले कांग्… ,,hi
 Mamata didi zameen ab khisak rahi hai isliye bokhlai hui hai.. TMC ke sabhi ghotala chipa li hai isliye in… ,,sw
 अधिकयह रुपये की कीमत के लिए भाजपा के संघर्ष की तस्वीर है।आज रु 965 है ...याद रखें ...… ,,hi
"कलावा, माला, टीका क्यों उतार लिया मेडम 🙄🙄 #PriyankaGandhi #chowkidarnarendramodi #RahulGandhi ",,so
"  आजमगढ़ से दिनेश जी का अग्निपरीक्षा है,और उनके सामने परिवारवाद का नेता है लेकिन जितना… ",,hi
"Ye ₹ janta ka hai,,aapka hai humara hai aur hume hamara ₹ wapas chahiye#BJP #AbkiBaarKiskiSarkar #IndiaforAFSPA… ",,sw
 Itne logo k vichar lene k bad b apne deshdrohi manifesto kese taiyyar kar liya smje nhi.......#MaiBhiChowkidar,,sw
#IsBaarNaMoPhirSe #ModiLaoDeshBanao #ModiOnceMore #ModiHaiToMumkinHai #ModiHainTohMumkinHain ,,sw
Wah Modi Wah...#ChowkidarNarendraModi #Chowkidar ,,id
Namo namo namo bar bar namo namo #NamoTV #NaMo #NarendraModi #Demonetization #RSS #Hindutva #Gujarat2000 #RamMandir… ,,hr
 Radhe Radhe 🙏Devaki Nandan Gopala #Namo again,,id
Election Coverage#Porbandar #Bjp4Gujarat #Bjp4Porbandar Jitu Vaghani Bhupendrasinh Chudasama BJP GujaratChowkid… ,,id
नामदार ने कहा है कि वो नॉर्थ ईस्ट को मैन्युफैक्चरिंग का हब बनाएंगे।इतने वर्षों तक कांग्रेस के शासन में यहां क्या… ,,hi
" अब किसी को 72000 नही मिलेगें ....???सारा ""माल"" पकड़ा गया है ...☺️☺️☺️☺️☺️#ModiHaiToMumkinHai",,hi
बन्धुओं यकीन मानिए की कांग्रेस ने #CongressManifesto जारी करके मुसलमानों के वोट पक्के कर लिए हैं अब उन्हें तलाश… ,,hi
   Ha Mai jehadi hu. Or tu in bhakto ki bhakti me andha ho Chuka hai tujhe jeh… ,,sw
 Modi wapis ayegaPhir se bhagwa chayegaEk hi Nara Ek hi NaamJai shri Ram Jai shri Ram 🙏🙏#ModiLaoDeshBanao,,sw
  Iske hosh udayege #modi aur shah #23may_bjp ko,,so
 Aaplogon ne bahut koshish Kari sidhu ko use karke puri duniya ko favour mein lane ka. Bechara sidhu… ,,id
kuch log pata nahi Q muslim se nafrat karte hain #ChowkidarNarendraModi ,,id
"#AssisesNautismeNotre économie représente sur la façade #NAMO 3 milliards d'euros, 10 000 salariés, 10 000 entrepr… ",,fr
"हम वादा करते हैंराम मंदिर भी बनाएँगे, और कश्मीर से धरा 370  भी हटाएंगें |#RamMandir #BJP ",,hi
कांग्रेस मेनिफेस्टो में भारतीय सेना के ऊपर जो घिनोने आरोप लगाये गए है ये राहुल गांधी की गन्दी सोच को प्रदर्शित करती… ,,hi
"பாஜக, அதிமுக மீது தமிழக பெண்கள் கடும் கோபம்.. 3 விஷயம்தான் முக்கிய காரணம்.. எப்படி சமாளிப்பார்கள்?… ",,ta
"देख लीजिए  कल तक ""चौकीदार चोर हैं"" के नारे लगाने वाला चोरों का सरदार ""नामदार"" अगस्ता मामले में अहमद का तहमद खुलते… ",,hi
 Happy Birthday Madam. #AbkiBaarPhirModiSarkar #ModiLaoDeshBanao,,so
"भारत से केवल दो लोगों ने इटली में ब्याह किया हैं,एक राजीव गाँधी और एक विराट कोहलीदोनों की टीम की हालत देख लो🤣RCB… ",,hi
#Live: #NarendraModi addresses public meeting in Kolkata #DeshKeLiyeModi #HumHainDeshKeWafadaar ,,id
ಬಾಲಾಕೋಟ್ ವಾಯುದಾಳಿ ನಡೆದ ದಿನ ಇಡೀ ರಾತ್ರಿ ಎಚ್ಚರವಿದ್ದರು ಮೋದಿ  #NarendraModi #Pakistan… ,,kn
"थोथा निकला 'सबका साथ, सबका विकास' का मोदी का वादा#unemployment #NarendraModi ",,ne
#NaMO #Namo_Again ,,tl
 आदरणीय मुख्यमंत्री महाराज योगी आदित्यनाथ जी हम सभी को उत्तर प्रदेश में आपकी ही सरकार चाहिये।… ,,hi
  True said madam ji Ek lalkar hai#PhirEkBarModiSarkar #ModiHaiToMumkinHai… ,,id
 #MainBhiChowkidar #PhirEkBarModiSarkar #ModiHaiToMumkinHai #IndiaWithNaMo #IndiaWantsModiAgain,,id
  रामराज में बकरी और शेर एक घाट पर पानी पीते थे पर अब मोदी जी के शासनकाल में बकरी और शेर एक घाट… ,,hi
"#AAP #ModiShahCort ki karwai ko jab tak  live nhi chlaege tab take judges apni manmarji karte rahege , gribo ko ny… ",,et
    #Namo_Again #PhirEkBarModiSarkar #NamoAgain2019… ,,id
भाई लोग यह समाजवाद के संस्कार देखलो #MaiBhiChowkidar #AbkiBaarKiskiSarkar ,,hi
#ChowkidarNarendraModi #chowkidaramitshah ku kar rahi hai barahmano ke sath nainsafi sheersh barahman netawo… ,,id
लाखोंच्या पोशिंद्यांचा पाठीराखा.....#shivsena #yuvasena #bjp #narendramodi #amitshah #uddhavthakarey… ,,sw
"कश्मीर में NC के एक प्रत्याशी ने पाकिस्तान जिंदाबाद के नारे लगाए, लेकिन कांग्रेस चुप है।   हमें हार मंजूर है, लेकिन… ",,hi
 लगभग लगभग ना ही हैऔर दूसरा युवराज जानते हैं कि जीतना #BJP को ही हैंतो कम से कम अगली बार दिल्ली वि… ,,hi
Apna modi aayega #BJP #DeshKeLiyeModi #BharatBoleModiModi #LokSabhaElections2019 #NamoAgain2019,,id
#ModiHaiToMumkinHai #ModiLaoDeshBanao #NamoAgain2019 ,,sw
"🛑 LIVE:. Shri #Amit_Shah addresses a public meeting in Sunderbani, #Jammu ; Kashmir#BJP #AmitShahBharatiya Jana… ",,id
Bagaimana Mengembangkan #MataKetiga ; Bebas dari #RasaTakutVideo #Pelajaran #BhagavadGita 05:2729… ,,id
तेजश्वी जी बिहार में चुनाव से ठीक पहले आंधी तूफ़ान आपकी लालटेन बुझाने ही आयी थी और अगर इस आंधी से भी कुछ कसर रह जाए… ,,hi
क्‍या नरेन्‍द्र मोदी अब तक के बेस्‍ट पीएम है ?रिट्वीट कर के कमेंट में बताए। #BJPSankalpPatr2019… ,,hi
   #ModiLaoDeshBanaoइसके लिए#NationFirstVotingMust#VoteKar #VoteKar #BJP को #VoteKarजय हिन्द 🇮🇳✊🙏,,de
 IDIOT being #Modi bhakt dosent mean nationalism Ur chutiya BJP n RSS BHAKT DONT TEACH US NATIONALISM,,id
रोचक सनातन...!#Angkorwattemple #Cambodia #LordVishnu #Buddha #temple #sanatan #Hindu #saarthvaha ,,id
" ये देखो कांग्रेस के चमचों की मेहनती, चरसी पप्पू  edited photo 😂😂😂  ",,hi
#CongressMuktBharat #BharatBoleModiModi#Vote4BJP#MainBhiChowkidar#DeshKeLiyeModi #ModiLaoDeshBanao… ,,id
#Navratri #jaimaadurga  #nainadevi  #jaimatadi #jaimaakali  #नवरात्रि #गुड़ी_पड़वा #Gudipadwa #navratrispecial… ,,et
Har Har Modi #Namo Again ,,id
Chowkidar of Space#Chowkidar #NarendraModi #MissionShakti #AbhinandanVarthaman #RahulGandhi #DRDO… ,,id
#सरासर_अन्यायवेद पढे पर भेद न जाने वाचें पुराण अठारा। पत्थर की पूजा करें भूल गए सिर्जन हारा देखिए साधना चैनल 730p… ,,hi
देश कर रहा है सुरक्षित महसुस क्योकी अब हर घर है चोकिदार।। सुप्रभात । वंदे मातरम्#AmitShah ,,hi
"   👉   लोगो ने अपनाअपना(विकाश) घोटाला जनता,के… ",,hi
#indianarmy #bjp #MainBhiChowkidar #ModiHaiToMumkinHai #AmitShah #IsBaarPhirModi #RahulGandhi #RahulForBehtarBharat… ,,id
 जीत ईतनी प्रचंड होगा की कांग्रेस को #आयुष्यमान भारत योजना के तहत दिल के दौरा का ईलाज करवाना पडे#NAMO AGAIN,,hi
#લોકસંપર્ક===વિકાસના આગમનથી રાધનપુરની ધરા હરખાય છેભરતસિંહની જીતના પડઘમ સંભળાય છેઆજ 3પાટણ લોકસભા ચુંટણી અંતર્ગત… ,,gu
"कांग्रेस मेनिफेस्टो: हिंदू सब हैं, बस रोजगार किसी के पास नहीं है: राहुल गांधी | Congress Releases Manifesto for 201… ",,hi
    #berojgar #BJPWinning #BJP_भगाओ_देश_बचाओ #ModiHaiToMumkinHai… ,,id
UAE के सर्वोच्च नागरिक सम्मान जायद पदक से सम्मानित होने पर श्री  जी को बधाई। यह सम्मान #PM #मोदी जी की… ,,hi
"#ChowkidarNarendraModi माननिय मोदीजी, अमित शाहाजी को विनम्र अनुरोध है की ओडिशा में भा ज पा के नेतृत्व करने वाले लं… ",,hi
"इस बार मतदान केंद्र में होंगे व्हीलचेयर्स, रैंप्स,ब्रेल ईवीएम,स्पेशल वालेंटियर्स और कई ख़ास इंतज़ाम।आगे आईये और वो… ",,hi
‘Like in Ghajini movie’:   says CONgress doesn’t remember promisesHave never seen proincumb… ,,af
#ChowkidarNarendraModi ji wale Shatrughan Sinha ji ab Humare (B.J.P.)  bich Nahi rahe ..RIP...R=REST I= IN P= PATNA,,id
" जब बिल्ली, बन्दर, लोमड़ी, सियार, कुत्ता, गधा इकठ्ठे हो के एक घाट में पानी पीते दिखें तो समझ लो,,… ",,hi
#Modi ka sath #Reliance ka vikas... #ChowkidarChorHai #BJP #AmitShah #RahulForBehtarBharat #Rahugandhi #INC,,id
ભાજપના દિગ્ગજ નેતા અને કેન્દ્રીય મંત્રી પુરુષોત્તમ રૂપાલાએ જૂનાગઢમાં જાહેરસભાને સંબોધતાં કોંગ્રેસ પાર્ટી અને કોંગ્… ,,gu
સુરત લોકસભા સીટ ભાજપ માટે મજબુત ગઢ સમાન રહી#BJP #Election #Gujarat #Politics #Surat ,,gu
क्यों मोदी सरकार की वापसी में मायावती हैं सबसे बड़ी बाधा? #loksabhaelection2019 #loksabhaelection… ,,hi
   चिचा ने दिल जीत लिया 😂😂इसे नही देखा तो समझो कुछ न देखा 😂आजकल लोग पै… ,,hi
"इंतजार कर लो, 23 मई आजाने दो, घर मे घुसिया देंगे तुम्हे लतिया जुतिया के। चारा चोर के बेटा भरष्टाचारी, अब नही आएगा… ",,hi
 We will choose #Namoलेकिन एक प्रश्‍न आपसे अगर आज राहुल जी विकास की बात कर रहे हैं तो इतने साल मे उन… ,,hi
"Hey,  tera sabun slow hai kya? #NarendraModi Bullet Train ki baat kar raha hai..Aur tu abhi tak 197577 me… ",,id
જય હો...#AmitShah       ,,id
Jay ho..#AmitShah        ,,so
અમદાવાદ : અમિત શાહના રોડ શોમાં લોકો ઉમટી પડ્યા #AmitShah #BJP #Election #Politics ,,gu
નરેન્દ્ર મોદી ૧૦મીએ ગુજરાતમાં આક્રમક ચુંટણી પ્રચાર માટે તૈયાર #amitShah  #BJP #JitubhaiVaghani #PMModi ,,gu
#ભારતીય જનતા પાર્ટીના સ્થાપના દિવસની સૌ કાર્યકર્તાઓને ખૂબ ખૂબ શુભેચ્છાઓ...#AmitShah #ChowkidarNarendraModi… ,,gu
"लीजिए, अब खबर आ रही है कि ""श्रीमान"" वाड्रा जी कोंग्रेस के लिए प्रचार करेंगे।।मतलब, कोंग्रेस का चुनाव प्रचार का का… ",,hi
"આ કારણે ભાજપની ઉંઘ હરામ, અમિત શાહે રાત્રે ત્રણ વાગ્યા સુધી મંથન કર્યુ#BJP #AmitShah #LoksabhaElection2019 ",,gu
"નરેન્દ્ર મોદીને એક જ દિવસમાં ત્રણ ઝટકા, સુપ્રીમમાં રાફેલ મુદ્દે રાહત ન મળી, ફિલ્મ પણ રિલીઝ ન થઈ અને….#NarendraModi… ",,gu
"વિકાસના આગમન થી ગાંધીનગર ની ધરતી હરખાય છે ,અમિત શાહજી ની ભવ્ય જીતના પડઘમ સંભળાય છે    ",,gu
