tweet,sentiment,lang
सरकार के शब्दों और कर्मों में फर्क बिल्कुल नहीं होना चाहिए। हमने पहले भी ये करके दिखाया है और आगे भी ये करके दिखा… ,,hi
सभी #चौकीदार टेन्शन मे दिख रहे है!क्या हुआ!  के #NYAYForIndia का कोई तोड नही मिल रहा है क्या?या कोई न… ,,hi
 लगता है  के #NYAYForIndia के #मास्टरस्ट्रोक से इसका भी मानसिक संतुलन बिगड गया है!इनका जल्दी इलाज… ,,hi
    जब ये  #न्याय की बात करते है तो वो गुजरात के दंगो मे… ,,hi
5 साल में ना राम मिला ना रोजगार मिला! बस हर गली में मोबाइल चलाता बेरोजगार मिला!!!#ChowkidarChorHai #berozgar… ,,hi
 5 साल में ना राम मिला ना रोजगार मिला! बस हर गली में मोबाइल चलाता बेरोजगार मिला!!!#ChowkidarChorHai… ,,hi
ये क्या अच्छे दिन लायेंगे?ये सिर्फ जुमलों की कहानी बनाएंगे...#ChowkidarChorHai#LokSabhaElections2019… ,,hi
"निर्माता, एवं साहित्यकारों के बाद नसीरुद्दीन शाह, अनुराग कश्यप और कोंकणा सेन समेत 600 से अधिक कलाकारों की अपील ‘लो… ",,hi
नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो नमो… ,,ne
11 अप्रैल को आइए मतदान कर कांग्रेस को विजयी बनाइये।#VoteForCongress#NYAYForIndia ,,hi
"देश की बढ़ती असमानता के लिए हम ले कर आ रहे हैं  #NYAY , न्यूनतम आय योजना और इसके लिए हमारी राष्ट्रीय महासचिव… ",,hi
"Jab aap ne (bio) likh diya k aap modi ji ko support karte ho to or kuchh puchhne ki zarurat e nai hai, zaahir hai a… ",,id
Sir agenda nahi propaganda hai sirf. Kya elaborate karoge ? Mandir kab banega ? Or videshi daoray khatam ho gaye ky… ,,id
Itna lamba thread likh daala ek chor k liye. Matlab time waste karne k liye bazu ki building k chaukidaroñ k paas c… ,,et
Bhaktoñ ko WORDS kaafi haiñ !! #ChowkidarChorHai ,,sw
 #RahulGandhi  debate wo b tumse??🤣🤣🤣🤣🤣🤣Keh k le lega modi,,et
"Sirf modiji hi saade nahi hai, Sabko aata hai emotional card khelna... jinko nahi aata tha wo bhi modiji ko dekh ka… ",,sw
 अनोखे इन्जीनियर महाशय  से पूछ कर पहले ये तो बता दीजिये कि #AAP और #Congress दोनो मे फर्क क्या बचा है ?,,hi
"ভিডিয়ো: প্রধানমন্ত্রীর বিরুদ্ধে রাহুল মুখ খুলতেই 'মোদী, মোদী' জয়ধ্বনি পড়ুয়াদের #RahulGandhi ",,bn
"कांग्रेस अध्यक्ष राहुल गांधी ने संप्रग अध्यक्ष सोनिया गांधी, प्रियंका गांधी और बहनोई राबर्ट वाड्रा की मौजूदगी में अ… ",,hi
हद्द हों गयी बताओ।#ChowkidarChorHai,,hi
"एक पेड़ पर उदास सा जनेऊ टँगा थामैंने पूछा यहाँ कैसे ?जनेऊ बोला मालिक केरल गए हैं,गले में क्रास टांग कर और सर पे… ",,hi
"#लोकसभाचुनाव2019 के लिए कांग्रेस ने घोषणापत्र जारी किया। ""गरीबी पर वार सालाना बहत्तर हजार"" न्याय योजना के साथ कई लो… ",,hi
"कांग्रेस अध्यक्ष श्री राहुल गांधी जी ने वायनाड, केरल से 2019 लोकसभा चुनाव के लिए नामांकन दाखिल किया।… ",,hi
எனினும் ஓட்டைகள் சம்பந்தமாக மேலதிக கேள்விகள் எழுப்பப்பட்டு... மறுவிசாரணை நடந்து முடிந்து விட்டதுஇதன் மீதான தீர்ப்… ,,ta
 bad news for you #ChowkidarChorHai ,,cy
"  G aagar aapka asliyat sab #indian Ko pata hota, to Modi Modi koyi nahi kehta.Kehta… ",,id
 फिर आया #राफेल का भूत 💀। #RafaleScam,,hi
"अर्ज किया है,चोरी करके कुछ चोर तो सीमा पार हो गए ! और जो नही जा पाए वो चौकीदार हो गए !!😂😂😂😂#ChowkidarChorHai#AprilFools",,hi
"ವರದಿ ಓದಿರುವುದು ಕನ್ನಡದಲ್ಲಿ, ಅದರಲ್ಲೂ ಒಂದು ಲಕ್ಷದ ಮೂವತ್ತೆಂಟು ಲಕ್ಷ! ಇನ್ನಾದರೂ ಎಂಪಿ ಬದಲಿಸಿ ಜಿಲ್ಲೆಯ ಮಾನ ಉಳಿಸಿ!ಜಿಲ್ಲೆಯ ಮಾ… ",,kn
  #RahulForBehtarBharat #NYAYForIndia 🇮🇳देश की जनता की यही पुकारराहुल गांधी होंगे पीएम हमार,,hi
 PM desh k hota hai babua #congress ya bjp ka nahi sharm karo apne kaarnamo ke karn mare the dono.,,id
  काँग्रेस #NYAY के नाम पर गरीबो को कुछ नही देने वाली बल्कि मध्यम वर्ग का गला काट अपनी तिजोरी भरेगी|,,hi
#RahulGandhi #RahulMediaPermit #PriyankaGandhi #Congress #CongressManifesto #RobertVadra #jawaharlalnehru ,,id
హతవిధీ.. బీజీపీ గూటికి కాంగ్రెస్ మాజీ ఎంపీ !  #Bhaskar #BJP #Congress… ,,te
#RahulGandhi के दो जगहों से चुनाव लड रहे जिसको कुछ लोग हार का डर बता रहे है . 😁 तो मोदी जी 2014 में दो जगहों से लड… ,,hi
    मोदीजी के काम क्या बताये जाके कभी GOVT वेबSITE पर चेक करलेन झूठ… ,,hi
#ChowkidarChorHaiकिस प्रकार कॉरपोरेट कंपनियों के दबाव में आकर काम कर रहे हैं  उसके पुख्ता सबूत कोर्ट के… ,,hi
#பாசிச_பாஜகவிற்கு முடிவு கட்ட மறந்துவிடாதீர்கள்.....#Mera_PM_Chor_Hai#LokSabhaElections2019 #ChowkidarChorHai ,,ta
Ye log kya jaane OPPOSITION kise kehte hai....unki maan maryada kaise rakhte hai....Itne saal opposition me rehne… ,,et
" बहुत कोशिशो के बाद भी जो दबा नही आ रहा है वो, मोदी को सत्ता से हटाने आ रहा है वो।जय भीम, जय भारत।#ChowkidarChorHai",,hi
घायल पत्रकार का जूता खुद हाथ मे उठाकर चलती प्रियंका गांधी और पत्रकार को उठाकर एम्बुलेंस तक लाने में मदद करते राहुल… ,,hi
आजाद भारत मैं फिर दोबारा !#NYAYForIndia #CongressManifesto ,,it
"देश से गरीबी मिट जाएगा प्यार,मोहब्बत,भाईचारे का दौर आएगा#NYAYforIndia ",,hi
"खट्टर सरकार ने किया अन्यायहरियाणा को दी बेरोज़गारी की मारकांग्रेस करेगी #NYAY  देंगें नौकरियाँ, बढ़ायेंगे रोज़गा… ",,hi
Capital Grapevine  #CongressManifesto #Congress #NyuntamAayYojana #minimumincomegurantee #NYAY #PChidambaram… ,,pt
RG wayand...#RahulTharangam ,,id
"কংগ্রেসের সভায় ফাঁকা চেয়ারের ছবি তুলতেই বেধড়ক মার আলোকচিত্রীকে, দেখুন ভিডিও #congress#RahulGandhi ",,bn
"#RafaleDeal पर बोले #RahulGandhi, चौकीदार ने ही चोरी करवाई है ",,hi
#ModiMadeDisaster #GoBackModi #ModiMatBanao #ChowkidaroKaScam #ChowkidarChorHai ,,id
M un sabhi chutiyo ko keh rha hu jo bolte h #ChowkidarChorHai Dekh lo pappu ko ..#Chowkidar #CongressMuktBharat… ,,id
बायोपिक मे राफेल की दलाली का जिक्र नही इसलिए आयोग ने तत्काल रोक लगायी😝😁😜🤑🤣😛#अब_होगा_न्याय#RafaleDeal… ,,hi
#RahulGandhiWayanad #RahulGandhi #RahulLovesTerrorists #pappupinkyinkerala  #pappu #raga ,,id
#AbHogaNyay #NYAYForIndia  ,,tl
"मेरा पहला वोट पाकिस्तान के टुकड़े टुकड़े करने वाली पार्टी को,छलावा का राष्ट्रवाद दिखाने वाले बहुरूपियों को नही।मे… ",,hi
"अगर राहुल 72 हज़ार पर वोट मांग रहे हैं !!तो मोदी जी भी 15 लाख पर वोट मांग कर,उन्हें कड़ी टक्कर दे सकते हैं😄#NYAYforIndia",,hi
Yeh baba kaha hai?? ???#RahulTharangam ,,id
"आप क्या देखना पसंद करेंगे,चुनना आपको है !  Vs  #ModiLaoDeshBanao #BharatBoleModiModi… ",,hi
#RahulGandhi के रोडशो की तस्वीरों को देख कर साफ समझ आता है कि उन्होंने अमेठी को छोड़ #Wayanad क्यों चुना। ,,hi
நீதிமன்றமானது உரிய கவனத்தை செலுத்தி ஆய்வு செய்யாமல் எதிர்த்தரப்பு கேள்விக்கான நேரடி பதில்களைதேடுவதில் கூட கவனம்… ,,ta
#ரஃபேல் #RafalePdf #RafaleScam,,cy
ख़ौफ़ क्या होता है देख लो !┈┈••✦✿✦••┈┈बन्दा 60 मिनट की सभा में55 मिनट राहुल गांधी का नाम जपता है !!… ,,hi
#RahulGandhiwayanad #VoteforUDF#RahulTharangam ,,id
   🤣😝😂 PM hai India ka isliye chori kar sakta hai #Chowkidaarhichor hai ... manliya na.#INCIndia,,sw
  🙏✌️ #NYAYForIndia 🇮🇳राहुल गांधी हमारे पीएम 🙏,,mr
  😂  dhobi ka kutta ghar ka na ghaat ka chillao chillao #Congress ko gaali se kaam nahi… ,,sw
   #BJP420Party #GoBackFascistModi #ChowkidarChorHai #modi #chorbanachowkidar #BREAKING… ,,pl
#RahulGandhi #RahulMediaPermit #PriyankaGandhi #Congress #CongressManifesto ,,id
 तुमच्या एक पाऊल पुढे😎😎😎😎 #RahulGandhi #AbHogaNYAY😂😂🤣 #FirEkBaarModiSarkar 😎 ,,so
#BJPSankalpPatr2019  #BJPMenifesto  #Modi  #ModiHaiTohMumkinHai  #MainBhiChowkidar  #RahulGandhi… ,,id
देश मे बढ़ी बलात्कार की घटना पर खामोश है  पर हिन्दू मुस्लिम के नाम पर गले फाड़ फाड़ कर चिल्ला रहे है।… ,,hi
" Baba, kala dhan wali pothi kaha hai. Pudiya banakar andar daal liye kya#BJP_भगाओ_देश_बचाओ #ModiMatBanao",,so
"केरल के हरे रंग पर प्रश्न उठानेवाली पाखंडी BJP का रंग, #कश्मीर में क्यों बदल गया ?🤔#कश्मीर में BJP के विज्ञापनों… ",,hi
"Lo.....saaf ho gaya, #modi ji and #Pakistan ki partnership. #BJP420Party #bjpPakAlliance #Pulwama #PulwamaAttack… ",,id
  #ChowkidarChorHai सारे चोर चौकीदार ban गए,,id
  #ChowkidarChorHai #FekuModiChorHai #BJP_भगाओ_देश_बचाओ,,id
स्वच्छ भारत का जुमला देकरदेश को दे रहे प्रदूषण की मारऐसे प्रधानमंत्री पर धिक्कार!#ChowkidarChorHai #ModiFailed… ,,hi
#BJPJumlaManifesto #ChowkidarChorHai #ChowkidaroKaScam #fekukatimejaayega ,,id
आज सुबह जनपथ की ओर गई तो एक पेड़ पर उदास सा जनेऊ टँगा था।मैंने पूछा प्रभु यहाँ कैसे ?जनेऊ बाबा बोले मालिक केरल… ,,hi
ചെരിപ്പ് പെങ്ങൾ പിടിക്കും... നിലവിളക്ക് കത്തിക്കാൻ തീപ്പെട്ടി പിടിച്ച ചെന്നിത്തല ആരായി....  ,,ml
 चौकीदारों की मिली भगत से चोरी #Rafale होती है फिर चौकीदार ही चोरों  #VijayMallya #NiravModi को भगाकर… ,,hi
"Rafale Deal Book Sells 8,000 Copies Overnight After Being Briefly Seized  NDTV #RafaleDeal… ",,de
       So now can u ask… ,,so
     रफाल घोटाले में नया खुलासा :रफाल के… ,,hi
आजाद भारत मैं पहली बार !#NYAYForIndia #CongressManifesto ,,hi
खट्टर सरकार ने किया अन्यायहरियाणा के युवाओं को बना दिया बेरोज़गार !कांग्रेस करेगी #NYAY  अगले साल मार्च तक 22 ला… ,,hi
"घोटाला सबद सुने 5साल हो गये थे ,लेकिन वह रे कल्लू खिलाडी#3महिने मे हीसुना दिया 9करोड़ सुरु हो गया #NYAY भाई वह ए… ",,hi
गरीबी पर सबसे बड़ा वार होने जा रहा हैं। कांग्रेस पार्टी न्यूनतम आय योजना न्याय लेकर आई है।देश के सबसे गरीब 20%… ,,hi
यह कौन सा न्याय है कि गरीबो बच्चो और गर्भवती महिलाओं के मुह से निवाला छीन कर करोडो का घोटाला करें। इसतरह 72 हज़ार… ,,hi
      #BJP_भगाओ_देश_बचाओ #ModiMatBanao #GoBackFascistModi #ModiHaiToMumkinHai Why… ,,sw
 বাবুল দা আপনার গান আপনাকে পাঠালাম। বিজেপির সুবুদ্ধি  হোক। #BJP_भगाओ_देश_बचाओ #PradhanMantriHisabDo… ,,bn
भारत में यह परिवार बहुत गरीब है..जो घर के कर्ता धर्ता है वो फर्जी केस में जेल चले गए...इनके 9 बच्चे है..पालन पोष… ,,hi
 #Wayanad Me To Bol rahe the Me Ekta Ka Sandesh Dene Aaya Hu. To Ye Kaisi Ekta Hai  Me? #NYAY… ,,id
:1)मैकडोवेल क्याँर्टर150/2)पानी की बाटल020/3)चखना030/–… ,,hi
"#LokSabhaElections2019 | #SoniaGandhi 11 अप्रैल को रायबरेली, #RahulGandhi 10 अप्रैल को #Amethi से दाखिल करेंगे ना… ",,hi
"प्रियंका के रोड शो में कांग्रेस और भाजपा कार्यकर्ताओं में झड़प, लगे मोदीमोदी के नारे#Priyanka #Congress #Modi… ",,hi
"बनारस की मुस्लिम बहनों के उद्गारमोदी खुदा का नूर है।भारत का कोहिनूर है।राहुल जी देख लो,दिमाग हो तो समझ लो।कहाँ प… ",,hi
तोटा वाढल्याने #BSNL मधील ५४००० कामगार बेरोजगार होणार आहेत.म्हणजे जवळपास ५४००० कुंठुबावर रोजीरोटीसाठी भटकण्याची… ,,mr
  खुद को सेक्युलर कहने वाले सिर्फ अल्पसंख्यको की राजनीती करते है ये आज  ने… ,,hi
" मुझे लगता है, यह removal,हमें सरकार से लड़ने और आवाज उठाने की ताकत देता है। अगर सरकार ने सामाजिक और आर्… ",,hi
"पहली बार राफ़ेल पर  में प्रकशित N. Ram के आलेखों का हिंदी अनुवाद, श्रृंखला के अन्य आलेख भी शीघ्र ही प्रका… ",,hi
  अब होगा BJP अोर BJP के जुमलों का अंत... अोर सबको मिलेगा #NYAY,,hi
"आडवाणी जी,1992 बाबरी मस्जिद आंदोलन ओर बदनाम रथ यात्रा के जन्मदाता थे!उनके मुताबिक वो पल उनके जीवन में संजीवनी जैसे… ",,hi
இல்லாத சி.ஏ.ஜி அறிக்கையை சுட்டிக்காட்டி நிதிவிஷயங்கள் எல்லாம் சரியாக இருக்கிறது என்று சான்றளித்துவிட்டார்கள் என்… ,,ta
"2019 में अगर फिर लुटना हो, तो फिर एक बार मोदी सरकार#RafaleScam  ",,hi
"2019 में अगर फिर लुटना हो, तो फिर एक बार मोदी सरकार#RafaleScam ",,hi
"२०१९ में वोट देने से पहले कांग्रेस की यह प्रतिबद्धता अवश्य पढ़लेवें, जिससे आपको आपके राष्ट्र की संम्पदा पर पूरी नजर… ",,hi
"55 साल तक खुद को ""कुँवारा"" बताया फिर पता चला ""विवाहित"" हैं..5 साल तक खुद को ""चौकीदार"" बताया फिर पता चला ""चोर"" हैं।… ",,hi
"सूत्रों के मुताबिक ये भी पता चला है कि वो अपने घोषणा पत्र में ये भी जोड़ने जा रहे है कि ""छोटा भीम"" वाला चैनल सबको… ",,hi
#RahulGandhiWayanad जनौईधारी कश्मीरी हिंदू ब्राह्मण (गोत्रदत्तात्रेय) अब केरल जाके टोपिधारी मुस्लिम बनके बछड़े के गोमांस कि मिज़बानी करेगा।,,hi
Dekh looo #ChowkidarChorHai #GoBackModi #India #KashmirisWantFreedom ,,so
#MIvCSK#Dhoni#RahulGandhiWayanad#Zayed#RBIPolicy#RahulTharangam#AlwaysAStar#Nishad Party#Skybags,,so
अमेठी: राहुल गांधी जी आज अपने नामांकन से पहले रोडशो में बहन प्रियंका गांधी और राबर्ट वाड्रा के साथ।जिनमे अकेले चल… ,,hi
 Toh kisne bola tha #Congress Ko join karne ko lalwa re 😂,,sl
 #ModiMadeDisaster #ModiMatBanao ,,pt
 मैडम किसके साथ #NYAY  ये भी बताते तो ठीक रहता ।।,,hi
  #NYAYForIndia  Gandhi parivar Bail prChidambaram bail prAP RGMrs GandhiChristian michael,,id
प्रधानमंत्री जी जरा आपके लोकसभा क्षेत्र के कुपोषित बच्चों पर भी ध्यान दीजिए | Prime Minister Just give attention to… ,,hi
#RahulGandhi #RahulScamsterScam #RahulPromise #Elections2019 ,,id
#BJPSankalpPatr2019  #BJPMenifesto  #Modi  #ModiHaiTohMumkinHai  #MainBhiChowkidar  #RahulGandhi… ,,id
"गोबर पात्रा जी : गधे को वोट दे दूँगा पर, राहुल को कभी वोट नही दूँगामैंने पूछ लिया ""फिर वोट किसे दोगे? तो बोले… ",,hi
"   Sahi pehchaan.Kuch bhi kar lo sacchai bahut zabardast aawaz hai, dabaa nahi sak… ",,id
हमारे जवानो द्वारा Air Strike करने की नौबत ही न आती अगर  के प्रशासकोने सुरक्षा में चूक ना की होती!मे… ,,hi
   Ha jaise shiv sena ki guu khaane k liye bhakt khade the 😂😂😂 Aur nitish… ,,sq
""" मी शिवसेना चित्रपट सेनेचा उपाध्यक्ष म्हणून काम करतो, रंगभूमी सर्वाना आदराने आणि प्रेमाने वागायला शिकवते, रंगभूमी… ",,mr
#BSNL का दिवालिया#जेट_एयरवेज का दिवालिया#वीडियोकॉन का दिवालिया#एयर_इंडिया का दिवालिया#बैंकों का दिवालिया… ,,hi
I congratulate Ms sreedhanya Suresh.   #RahulGandhiWayanad #RahulGandhiforPM #Wayanad ,,so
#BolChowkidarBol #RajThackeray      #ModiLaoDeshBanao… ,,so
सोचने और समझनेवाली बात! बीजपी का क्या हाल हो गया है इस वीडियो में देखिये! तस्वीरें सब सच बयाँ कर रही हैं!… ,,hi
आजाद भारत मैं पहली बार !#NYAYForIndia #CongressManifesto ,,hi
   #nyay yojna ko lekar har jagah rahul ji ka swagat hai aur rahul ji 2no sea… ,,sw
#NYAY ke tahat Bharat ki janta ko 16 cr. Ki pahli kist... From #KamalNath  ne apna wada pura kiya..… ,,id
"  Aab pata chal gaya kaun asli Desh Bhakt!!! Aab Drama khatam, 23 May Jhumla khatam.… ",,id
इतनी भयानक वीडियो आपने आज तक नहीं देखी होगी 😨😨😨#ChowkidarHiChorHai #ChowkidarChorHai ,,hi
" Achhi #NYAY Scheme Laye Ho.Ticket Becho Or Uske Paiso se Kuchh Apne Logo ko 72,000 De do.… ",,de
"जबसे सुना था  और सिर्फ 9 करोड़ का घोटाला, यकीन नहीं हुआ 🤔🤔🤔🤔🤔🤔🤔🤔शाम तक 281 हुआ तब जाकर तसल्ली हुई हां फि… ",,hi
"महान दार्शनिक #RahulGandhi जिस कांग्रेस पार्टी के मुखिया हैं, उसी कांग्रेस के एक मासूम विधायक की प्यार और स्नेह वा… ",,hi
  Kunki #ChowkidarChorHai  h lolAur chor kbhi khush nhi hota use aur aur chahiye ki Hav… ,,sw
देशातील ग्रामपंचायत आँफ्टिकल फायबर ने जोडण्याचे काम #BSNL करणार होती.पंरतु आता ते काम #जिओ करणार आहे.… ,,mr
पुणे में छात्रों से संवाद के दौरान ‘न्याय योजना’ पर बोले राहुल मध्यम वर्ग पर नहीं पड़ेंगी टैक्स की मार… ,,hi
  आलोचनाओ को सुनते हुए भी अपने मार्ग पर बिना विचलित हुए आगे बढ़ते जाना सिद्ध करता है कि… ,,hi
"#BigBreaking''#राफेल स्कैम'' किताब जब्त, लॉन्चिंग पर रोक(अगर #RafaleScam मे घोटाला नही हुआ तो किताब ज़ब्त क्यों… ",,hi
 #HumNibhayenge kyoki humne abhi tak nahi nibhaya or aage aap samajdar ho... Chidu already said it w… ,,sw
झोला उठाकर चल दिया टूटी सबकी आसपांच साल बीत गए जन्मा नहीं विकास😜😂😜😂बहुत हुआ अन्याय अब होगा #NYAYForIndia #CongressManifesto2019,,hi
बनारस में तेजबहादुर का प्रचार करने पहुंचे 10 हजार सैनिक!भक्तों में दहशत का माहौल!#BJP_भगाओ_देश_बचाओ #ModiMatBanao  जी,,hi
  न्याय #nyay जो मिले नही उसकी बात करना ही बेमानी है!!जो आज तक नही दे पाए वो अब क्या देंगे!!,,hi
அரசே அது அறிவித்த கொள்கையை மீறுவதை பற்றி எழுப்பிய கேள்விக்கு இதன்மூலம்இந்தியாவிற்கு நிதிவிஷயத்தில் சாதகமான நிலை ஏ… ,,ta
कल किसी की शादी के टेंट में गधा घुस गया तो लड़की का बाप गाली देते हुये बोला कि चौकीदार कहां मर गया?सारे बीजेपी वा… ,,hi
"राम मन्दिर बनाने वाले लौंडे आज कल दिखाई नही दे रहे है, नानी के घर गए है क्या...😝🙄#ChowkidarChorHai#BJP_भगाओ_देश_बचाओ",,hi
1984 and EVM ... Jatka tho jhor se lagha hai #ModiMatBanao ,,sw
प्रियंका गांधी जी के आने से कार्यकर्ताओं का उत्‍साह चरम पर है और इसका परिणाम आने वाले चुनावों में देखने को मिलेगा।… ,,hi
    Kisi gate par ja k chowkidaari kar 😂#ChowkidarChorHai,,id
 तुमचा विचारांच्या एक पाऊल पुढे .😂#RahulGandhi #AbHogaNYAY😂😂 ,,mr
#BJPSankalpPatr2019  #BJPMenifesto  #Modi  #ModiHaiTohMumkinHai  #MainBhiChowkidar  #RahulGandhi… ,,id
 वालों ने साढ़े 4 सालों तक जनता को बहुत मोदी बनालिया। अब #ModiMatBanao जनता समझ चुकी है। #BJP_भगाओ_देश_बचाओ #ChowkidarChorHai,,hi
#LokSabhaElections2019 #rahulgandhi #RahulForBehtarBharat #ModiMatBanao #ModiNeverAgain #ChowkidarChorHai… ,,id
  Inko suno chowkidar#ModiMatBanao #ChowkidarHiChorHai ,,pl
  #NoMoreModi #BJPMitaoBharatBachao #ChowkidarChorHai #FekuKaTimeJaayega #RiotsModi #AntinationalModi #DivideAndRuleModi,,hr
  #ChowkidarChorHai #BJP_भगाओ_देश_बचाओ #FekuModiChowkidar,,pl
"   Tu pehle khud sikh le padhai likhai aur feku ko v kuch sikha, anpadh hai a… ",,id
#Scared2Debate #ChowkidarChorHai #AbHogaNyay #RahulGandhiwayanad     ,,so
Rahul makes very clever moves#RahulGandhiWayanad #RahulTharangam #Wayanad #Waynad #Wayanad2019… ,,id
"ரஃபேல் கொள்முதல் ஒப்பந்தத்தில் ஊழல் அம்பலம்""தி இந்து"" நாளேடு புதிய ஆதாரங்களை வெளியிட்டது #RafaleScam… ",,ta
" Nai,  congress ke #nyay se garib ko nyay milega",,tl
"  Dubara jake Biriyani kha sake, shayed isliye,,,#AabHogaNYAY #NYAYForIndia",,so
 Rajiv Gandhi ji ne kaha tha govt 1rs bhejti hai par public k pass 15 paisa pshuchta haiIs hisab se NY… ,,sq
#RahulGandhiWayanad #RahulTharangam  #LokSabhaElections2019 ,,id
" Ye Hai Tumara #NYAY ? ""Ticket"" Bech kar ke 20% Logo ko 72,000 Dene wale Ho?To Is Hisab se ""Ticket"" Ka… ",,de
उत्तर से हारे तो दक्षिण के सहारे..खान्ग्रेस के शहजादे अब ईशू और अल्लाह के सहारे..#RahulGandhiWayanad,,hi
"ప్రతి ఏటా పేదవారికి రూ.72 వేల రూపాయలు,ఐదేళ్లలో ఒక్కొక్కరి ఖాతాలో రూ. 3,60,000 లక్షల ఆర్థిక భరోసా ; ఏఐసీసీ అధికార ప్… ",,te
বিজেপিতে ভীতি রয়েছে! রাহুল কতটা দক্ষ জানালেন বিরোধী প্রার্থী ,,bn
पुर्वी जवळजवळ सर्वच सरकारी यंत्रणेला #इंटरनेट #BSNL द्वारे पुरवले जात असे.आता ती सेवा मुकेश अंबानी संचालित #जिओ… ,,mr
पुणे में छात्रों से संवाद के दौरान ‘न्याय योजना’ पर बोले राहुल मध्यम वर्ग पर नहीं पड़ेंगी टैक्स की मार… ,,hi
"मित्रों,  पर बनी फ़िल्म रिलीज़✅✅लेकिन #RafaleScam ✈️ पर लिखी किताब का विमोचन पुलिस ने रोका! ❌ आख़िर… ",,hi
"Bhakton ko sirf Bofors chori lagti hai, Rafale nahi. #RafaleScam ",,sw
" सुना, है गिरिराजसिंह कन्हैया के डर से हर मंदिर में जाकर घण्ठा जरूर बजा रहा है, ताकि कम से कम जो क… ",,hi
📢ராணுவ கொள்முதல் கொள்கை 2013ன் படி இரு அரசு ஒப்பந்தம் மூலம் ராணுவ தளவாடங்களை கொள்முதல் செய்யமுடியாது#RafaleScam In Tamizh,,ta
देश में कोई भी चौकीदार का नाम लेता है तो जनता चोर बोलने लगती है:चौ  जी#ChowkidarChorHai… ,,hi
"बीजेपी को वोट दो,सिगरेट पीना छोड़ दो।सिगरेट में तंबाकू है ,कांग्रेस वाले डाकू है।#LokSabhaElections2019… ",,hi
जिस प्रकार ऊंट के मूतने से रेगिस्तान में बाढ नही आती उसी प्रकार (मै भी चौकिदार हू)लिखने से देश की सुरक्षा नही होता… ,,hi
 हमने सत्तर साल खुब खाये और कमाये अब तुमहे देगे #NYAY,,hi
  vs #chokidarchorhai #GayabHoGaya #FileChorChowkidar #NewIndia4NariShakti #MainBhiChowkidar… ,,id
"मोदी जी अभी वक़्त है,  15 लाख दे दो !नही  तो 72 हज़ार वाला बटन दबा देगें !😂😂😂😋#ChowkidarChorHai",,hi
#BJPSankalpPatr2019  #BJPMenifesto  #Modi  #ModiHaiTohMumkinHai  #MainBhiChowkidar  #RahulGandhi… ,,id
"   Waah. Kya logic he, #vote k liye, religioushate ka use karne ka. Gajab !… ",,so
 Are party promotion bina chuti liye #ModiMatBanao,,it
Beti Pakadvao Zayed Medal Pao? 👇#ModiHaiToMumkinHai #ModiMatBanao ,,sw
 Tadipaar गुंडा साला #ChowkidarChorHai #BJPKiVidai,,id
#Chowkidarchorhai #BJP_भगाओ_देश_बचाओ ,,cy
#PmModiOnABP | गोदी मिडीया | Chatukari Journalism | विज्ञापन का असर | Ne...  ,,id
  घायल पत्रकार का जूता खुद हाथ मे उठाकर चलती प्रियंका गांधी और पत्रकार को उठाकर एम्बु… ,,ne
Baki sab to thik hai mai pagla jaunga has ke   #RahulTharangam,,id
"सोचनेवाली बात!जुमलेंद्रजी, कांग्रेस को गाली दे दे कर वोट मांगते हो,56इंचका सीना है तो नोट बंदी,GST, कालाधन, 15लाख,2… ",,hi
#NYAYForIndia  #AbNYAYHoga,,id
कांग्रेस करेगी #NYAY  हरियाणा की बेटियों की रक्षा के लिये नया क़ानून बनायेगी।  ,,hi
कांग्रेस का न्याय मध्यप्रदेश 281 करोड़।न्याय होना शुरू। #NYAY,,hi
कुणी चायनीज जनेयुधारी दत्तात्रेय गोत्र अपघाती हिंदू बामन राऊल विंची चा (अ)न्यायइ.इ. थापा मारायला लागलातर त्या… ,,mr
 हा वो सब  ठीक है लेकिन ये #NYAY योजना किसे मिलेगा भारत  मैं रहने वाले गरीबों को या पाकिस्तान मैं रहने वाले गरीबों को मिलेगा ।😡😡,,hi
     #ChowkidarChorHai चौकीदार चोर है ,,hi
"ये है  परेशान आत्मा,अब इनसे सहन नही होता कि इनका कथित बाप चोर है..क्योंकि #RafaleScam के बाद पूरे दे… ",,hi
वाह वकील साहब  आज तक  इस गाँधी परिवार  पर इल्ज़ाम लगा लगा कर थक गई और कोई सबूत नही… ,,hi
#FactOfBJP #JantaMaafNahiKaregi #BJP_भगाओ_देश_बचाओ #69000_शिक्षक_भर्ती #ChowkidarChorHai #IndiaSaysNaMoAgain… ,,id
 गलत लिखा सही ये था: पकिस्तान से लूटना है तो फिर से एक बार कांग्रेसी लुटेरों की सरकार !#RafaleScam नही… ,,hi
काँग्रेस की कुंडली डिकोड करती वेदांत मिश्र की यह विचरोत्तेजक फेसबुक पोस्ट ...#Congress… ,,hi
" समझ गए मित्रो,काफी गहरी बात कह गएआपने महिला सम्मान भी किया और अपनी प्रतिक्रिया भी दीधन्‍यवाद… ",,hi
